Name,Sex,Event,Equipment,Age,Division,BodyweightKg,WeightClassKg,Squat1Kg,Squat2Kg,Squat3Kg,Squat4Kg,Best3SquatKg,Bench1Kg,Bench2Kg,Bench3Kg,Bench4Kg,Best3BenchKg,Deadlift1Kg,Deadlift2Kg,Deadlift3Kg,Deadlift4Kg,Best3DeadliftKg,TotalKg,Place,Wilks,McCulloch,Tested,AgeClass,Country,Glossbrenner,Federation,Date,MeetCountry,MeetState,MeetName
Paige Robinson,F,SBD,Raw,22,Juniors 20-23,66.4,67.5,,,,,70,,,,,52.5,,,,,110,232.5,1,240.13,242.53,No,20-23,,211.88,USPA,13/01/2018,USA,TN,2nd Annual Tennessee Open
Madison Riebe,F,SBD,Raw,21,Juniors 20-23,71.2,75,,,,,125,,,,,70,,,,,150,345,1,339.26,346.05,No,20-23,,298.93,USPA,13/01/2018,USA,TN,2nd Annual Tennessee Open
Mia Fisher,F,SBD,Raw,16,Juniors 16-17,120.8,90,,,,,87.5,,,,,47.5,,,,,115,250,1,199.68,225.64,No,16-17,,169.13,USPA,13/01/2018,USA,TN,2nd Annual Tennessee Open
Tylah Whisman,F,SBD,Raw,41,Open,59.3,60,,,,,140,,,,,75,,,,,172.5,387.5,1,435.97,440.33,No,40-44,,385.26,USPA,13/01/2018,USA,TN,2nd Annual Tennessee Open
Kelley Christopher,F,SBD,Raw,40,Open,58.7,60,,,,,120,,,,,62.5,,,,,142.5,325,2,368.56,368.56,No,40-44,,325.74,USPA,13/01/2018,USA,TN,2nd Annual Tennessee Open
Jaclyn Levy,F,SBD,Raw,33,Open,67.1,67.5,,,,,112.5,,,,,70,,,,,120,302.5,1,310.06,310.06,No,24-34,,273.54,USPA,13/01/2018,USA,TN,2nd Annual Tennessee Open
Kelsi Cummins,F,SBD,Raw,25,Open,74.3,75,,,,,132.5,,,,,77.5,,,,,165,375,1,358.6,358.6,No,24-34,,315.56,USPA,13/01/2018,USA,TN,2nd Annual Tennessee Open
Elizabeth Kennedy,F,SBD,Raw,26,Open,73.1,75,,,,,110,,,,,65,,,,,125,300,2,289.9,289.9,No,24-34,,255.24,USPA,13/01/2018,USA,TN,2nd Annual Tennessee Open
Sarah Lewis #1,F,SBD,Raw,31,Open,80.5,82.5,,,,,230,,,,,130,,,,,255,615,1,560.8,560.8,No,24-34,,491.63,USPA,13/01/2018,USA,TN,2nd Annual Tennessee Open
Amber Simpkins,F,SBD,Raw,33,Open,89.6,90,,,,,190,,,,,122.5,,,,,192.5,505,1,437.16,437.16,No,24-34,,380.15,USPA,13/01/2018,USA,TN,2nd Annual Tennessee Open
Mollie Stanfill,F,SBD,Raw,30,Open,89.9,90,,,,,137.5,,,,,82.5,,,,,170,390,2,337.14,337.14,No,24-34,,293.08,USPA,13/01/2018,USA,TN,2nd Annual Tennessee Open
Natisha Webb,F,SBD,Raw,32,Open,111.3,90,,,,,155,,,,,80,,,,,155,390,1,316.32,316.32,No,24-34,,269.12,USPA,13/01/2018,USA,TN,2nd Annual Tennessee Open
Erin Shoun,F,SBD,Raw,32,Open,91.6,90,,,,,135,,,,,65,,,,,127.5,327.5,2,280.97,280.97,No,24-34,,243.8,USPA,13/01/2018,USA,TN,2nd Annual Tennessee Open
Candice Janco,F,SBD,Raw,32,Open,111.8,90,,,,,97.5,,,,,62.5,,,,,122.5,282.5,3,228.92,228.92,No,24-34,,194.72,USPA,13/01/2018,USA,TN,2nd Annual Tennessee Open
Sara Pressley,F,SBD,Raw,38,Submasters 35-39,59.3,60,,,,,87.5,,,,,57.5,,,,,105,250,1,281.27,281.27,No,35-39,,248.56,USPA,13/01/2018,USA,TN,2nd Annual Tennessee Open
Kecia Hursey,F,SBD,Raw,35,Submasters 35-39,72.1,75,,,,,97.5,,,,,42.5,,,,,132.5,272.5,1,265.73,265.73,No,35-39,,234.05,USPA,13/01/2018,USA,TN,2nd Annual Tennessee Open
Tylah Whisman,F,SBD,Raw,41,Masters 40-44,59.3,60,,,,,140,,,,,75,,,,,172.5,387.5,1,435.97,440.33,No,40-44,,385.26,USPA,13/01/2018,USA,TN,2nd Annual Tennessee Open
Kelley Christopher,F,SBD,Raw,40,Masters 40-44,58.7,60,,,,,120,,,,,62.5,,,,,142.5,325,2,368.56,368.56,No,40-44,,325.74,USPA,13/01/2018,USA,TN,2nd Annual Tennessee Open
Virginia Waters,F,SBD,Raw,45,Masters 45-49,59.2,60,,,,,80,,,,,47.5,,,,,97.5,225,1,253.48,267.42,No,45-49,,224,USPA,13/01/2018,USA,TN,2nd Annual Tennessee Open
Shalea Prickett,F,SBD,Raw,42,Masters 40-44,65.5,67.5,,,,,117.5,,,,,80,,,,,125,322.5,1,336.43,343.15,No,40-44,,296.92,USPA,13/01/2018,USA,TN,2nd Annual Tennessee Open
Gracie Wadewitz,F,SBD,Raw,59,Masters 55-59,63.2,67.5,,,,,70,,,,,50,,,,,100,220,1,235.7,309.95,No,55-59,,208.12,USPA,13/01/2018,USA,TN,2nd Annual Tennessee Open
Cecilia Teem,F,SBD,Raw,56,Masters 55-59,65.5,67.5,,,,,65,,,,,40,,,,,100,205,2,213.85,266.46,No,55-59,,188.74,USPA,13/01/2018,USA,TN,2nd Annual Tennessee Open
Amy Connolly,F,SBD,Raw,47,Masters 45-49,76.2,82.5,,,,,100,,,,,50,,,,,115,265,1,249.46,269.92,No,45-49,,219.3,USPA,13/01/2018,USA,TN,2nd Annual Tennessee Open
Chris Severino,M,SBD,Raw,23,Juniors 20-23,73.7,75,,,,,202.5,,,,,125,,,,,237.5,565,1,407.59,407.59,No,20-23,,394.42,USPA,13/01/2018,USA,TN,2nd Annual Tennessee Open
Steven Stearns,M,SBD,Raw,23,Juniors 20-23,71.2,75,,,,,170,,,,,107.5,,,,,215,492.5,2,364.36,364.36,No,20-23,,352.89,USPA,13/01/2018,USA,TN,2nd Annual Tennessee Open
Jonathan Nguyen,M,SBD,Raw,21,Juniors 20-23,89.3,90,,,,,205,,,,,132.5,,,,,285,622.5,1,398.99,406.97,No,20-23,,384.57,USPA,13/01/2018,USA,TN,2nd Annual Tennessee Open
Drey Dollar,M,SBD,Raw,22,Juniors 20-23,93.3,100,,,,,210,,,,,150,,,,,215,575,1,360.66,364.27,No,20-23,,347.27,USPA,13/01/2018,USA,TN,2nd Annual Tennessee Open
Johnny Keathley,M,SBD,Raw,22,Juniors 20-23,99.3,100,,,,,165,,,,,117.5,,,,,210,492.5,2,300.58,303.59,No,20-23,,288.94,USPA,13/01/2018,USA,TN,2nd Annual Tennessee Open
Will Jackson,M,SBD,Raw,23,Juniors 20-23,92.5,100,,,,,160,,,,,120,,,,,190,470,3,296.01,296.01,No,20-23,,285.08,USPA,13/01/2018,USA,TN,2nd Annual Tennessee Open
Neyland Fendley,M,SBD,Raw,15,Juniors 13-15,109,110,,,,,250,,,,,145,,,,,240,635,1,374.75,442.21,No,13-15,,359.11,USPA,13/01/2018,USA,TN,2nd Annual Tennessee Open
Nathan Hill,M,SBD,Raw,19,Juniors 18-19,102.2,110,,,,,240,,,,,182.5,,,,,295,717.5,1,432.99,450.31,No,18-19,,415.85,USPA,13/01/2018,USA,TN,2nd Annual Tennessee Open
Jackson Little,M,SBD,Raw,19,Juniors 18-19,104.4,110,,,,,232.5,,,,,145,,,,,277.5,655,2,392.19,407.88,No,18-19,,376.41,USPA,13/01/2018,USA,TN,2nd Annual Tennessee Open
Benjamin Syers,M,SBD,Raw,21,Juniors 20-23,115.2,125,,,,,250,,,,,175,,,,,275,700,1,406.55,414.68,No,20-23,,388.7,USPA,13/01/2018,USA,TN,2nd Annual Tennessee Open
Jack Syers,M,SBD,Raw,21,Juniors 20-23,112.5,125,,,,,240,,,,,185,,,,,260,685,2,400.44,408.45,No,20-23,,383.25,USPA,13/01/2018,USA,TN,2nd Annual Tennessee Open
Adrian Salazar,M,SBD,Raw,21,Juniors 20-23,112.2,125,,,,,230,,,,,160,,,,,250,640,3,374.42,381.91,No,20-23,,358.39,USPA,13/01/2018,USA,TN,2nd Annual Tennessee Open
Christopher Nicolai,M,SBD,Raw,23,Juniors 20-23,195,140,,,,,295,,,,,170,,,,,257.5,722.5,1,384.67,384.67,No,20-23,,357.01,USPA,13/01/2018,USA,TN,2nd Annual Tennessee Open
Ben Wagoner,M,SBD,Raw,24,Open,64.6,67.5,,,,,155,,,,,117.5,,,,,230,502.5,1,401.66,401.66,No,24-34,,390.18,USPA,13/01/2018,USA,TN,2nd Annual Tennessee Open
Paul Williams,M,SBD,Raw,30,Open,67.2,67.5,,,,,137.5,,,,,92.5,,,,,175,405,2,313.38,313.38,No,24-34,,304.02,USPA,13/01/2018,USA,TN,2nd Annual Tennessee Open
Dustin Dyer,M,SBD,Raw,31,Open,80.8,82.5,,,,,222.5,,,,,135,,,,,245,602.5,1,408.77,408.77,No,24-34,,394.8,USPA,13/01/2018,USA,TN,2nd Annual Tennessee Open
Dylan Braden,M,SBD,Raw,22,Open,81.5,82.5,,,,,202.5,,,,,160,,,,,235,597.5,2,403.23,407.27,No,20-23,,389.38,USPA,13/01/2018,USA,TN,2nd Annual Tennessee Open
Jevar Williams,M,SBD,Raw,37,Open,81.3,82.5,,,,,197.5,,,,,152.5,,,,,245,595,3,402.15,402.15,No,35-39,,388.35,USPA,13/01/2018,USA,TN,2nd Annual Tennessee Open
Marcus Stokely,M,SBD,Raw,28,Open,87.9,90,,,,,205,,,,,135,,,,,282.5,622.5,1,402.32,402.32,No,24-34,,387.9,USPA,13/01/2018,USA,TN,2nd Annual Tennessee Open
Ethan Gridley,M,SBD,Raw,20,Open,87.8,90,,,,,185,,,,,127.5,,,,,272.5,585,2,378.31,389.66,No,20-23,,364.76,USPA,13/01/2018,USA,TN,2nd Annual Tennessee Open
Andrew Baker,M,SBD,Raw,25,Open,87.3,90,,,,,147.5,,,,,120,,,,,220,487.5,3,316.23,316.23,No,24-34,,304.94,USPA,13/01/2018,USA,TN,2nd Annual Tennessee Open
Nick Fleischer,M,SBD,Raw,38,Open,95.9,100,,,,,220,,,,,155,,,,,265,640,1,396.42,396.42,No,35-39,,381.44,USPA,13/01/2018,USA,TN,2nd Annual Tennessee Open
Abner Salgado,M,SBD,Raw,38,Open,98.6,100,,,,,215,,,,,127.5,,,,,227.5,570,2,348.89,348.89,No,35-39,,335.45,USPA,13/01/2018,USA,TN,2nd Annual Tennessee Open
Joseph Millslagle,M,SBD,Raw,31,Open,93.6,100,,,,,212.5,,,,,,,,,,,,DQ,,,No,24-34,,,USPA,13/01/2018,USA,TN,2nd Annual Tennessee Open
Pete Rubish,M,SBD,Raw,26,Open,108.8,110,,,,,350,,,,,210,,,,,392.5,952.5,1,562.46,562.46,No,24-34,USA,539.02,USPA,13/01/2018,USA,TN,2nd Annual Tennessee Open
Jackson Little,M,SBD,Raw,19,Open,104.4,110,,,,,232.5,,,,,145,,,,,277.5,655,2,392.19,407.88,No,18-19,,376.41,USPA,13/01/2018,USA,TN,2nd Annual Tennessee Open
Emmett Walsh,M,SBD,Raw,48,Open,108.8,110,,,,,222.5,,,,,140,,,,,257.5,620,3,366.11,401.63,No,45-49,,350.86,USPA,13/01/2018,USA,TN,2nd Annual Tennessee Open
Raphael Rodriguez,M,SBD,Raw,25,Open,101.9,110,,,,,172.5,,,,,125,,,,,210,507.5,4,306.6,306.6,No,24-34,,294.5,USPA,13/01/2018,USA,TN,2nd Annual Tennessee Open
Damian Solis,M,SBD,Raw,31,Open,123.7,125,,,,,265,,,,,175,,,,,305,745,1,425.45,425.45,No,24-34,USA,405.45,USPA,13/01/2018,USA,TN,2nd Annual Tennessee Open
Tommy Tolliver,M,SBD,Raw,24,Open,121.4,125,,,,,215,,,,,155,,,,,237.5,607.5,2,348.34,348.34,No,24-34,,332.26,USPA,13/01/2018,USA,TN,2nd Annual Tennessee Open
Chris Caffey,M,SBD,Raw,25,Open,132.3,140,,,,,180,,,,,140,,,,,185,505,1,284.75,284.75,No,24-34,,270.48,USPA,13/01/2018,USA,TN,2nd Annual Tennessee Open
Christopher Nicolai,M,SBD,Raw,23,Open,195,140,,,,,295,,,,,170,,,,,257.5,722.5,1,384.67,384.67,No,20-23,,357.01,USPA,13/01/2018,USA,TN,2nd Annual Tennessee Open
Jevar Williams,M,SBD,Raw,37,Submasters 35-39,81.3,82.5,,,,,197.5,,,,,152.5,,,,,245,595,1,402.15,402.15,No,35-39,,388.35,USPA,13/01/2018,USA,TN,2nd Annual Tennessee Open
Nick Fleischer,M,SBD,Raw,38,Submasters 35-39,95.9,100,,,,,220,,,,,155,,,,,265,640,1,396.42,396.42,No,35-39,,381.44,USPA,13/01/2018,USA,TN,2nd Annual Tennessee Open
Abner Salgado,M,SBD,Raw,38,Submasters 35-39,98.6,100,,,,,215,,,,,127.5,,,,,227.5,570,2,348.89,348.89,No,35-39,,335.45,USPA,13/01/2018,USA,TN,2nd Annual Tennessee Open
Chris Gooden,M,SBD,Raw,37,Submasters 35-39,97.7,100,,,,,165,,,,,120,,,,,200,485,3,298.01,298.01,No,35-39,,286.6,USPA,13/01/2018,USA,TN,2nd Annual Tennessee Open
Chad Hodson,M,SBD,Raw,39,Submasters 35-39,98.4,100,,,,,,,,,,,,,,,,,DQ,,,No,35-39,,,USPA,13/01/2018,USA,TN,2nd Annual Tennessee Open
Doug Pressley,M,SBD,Raw,37,Submasters 35-39,108.9,110,,,,,207.5,,,,,127.5,,,,,242.5,577.5,1,340.92,340.92,No,35-39,,326.7,USPA,13/01/2018,USA,TN,2nd Annual Tennessee Open
Mike Johannes,M,SBD,Raw,53,Masters 50-54,98.7,100,,,,,192.5,,,,,102.5,,,,,195,490,1,299.8,354.96,No,50-54,,288.24,USPA,13/01/2018,USA,TN,2nd Annual Tennessee Open
Emmett Walsh,M,SBD,Raw,48,Masters 45-49,108.8,110,,,,,222.5,,,,,140,,,,,257.5,620,1,366.11,401.63,No,45-49,,350.86,USPA,13/01/2018,USA,TN,2nd Annual Tennessee Open
Shannon Ross,M,SBD,Raw,44,Masters 40-44,111.4,125,,,,,160,,,,,150,,,,,220,530,1,310.72,324.08,No,40-44,,297.5,USPA,13/01/2018,USA,TN,2nd Annual Tennessee Open
Alexis Zrebiec,F,SBD,Wraps,17,Juniors 16-17,105.6,90,,,,,140,,,,,62.5,,,,,150,352.5,1,289.26,312.4,No,16-17,,246.71,USPA,13/01/2018,USA,TN,2nd Annual Tennessee Open
Amy Richards,F,SBD,Wraps,35,Open,56,56,,,,,112.5,,,,,52.5,,,,,115,280,1,329.45,329.45,No,35-39,,291.41,USPA,13/01/2018,USA,TN,2nd Annual Tennessee Open
Faith Stevens,F,SBD,Wraps,24,Open,78,82.5,,,,,117.5,,,,,70,,,,,130,317.5,1,294.74,294.74,No,24-34,,258.83,USPA,13/01/2018,USA,TN,2nd Annual Tennessee Open
James Eun,M,SBD,Wraps,20,Juniors 20-23,80.8,82.5,,,,,190,,,,,115,,,,,210,515,1,349.41,359.89,No,20-23,,337.46,USPA,13/01/2018,USA,TN,2nd Annual Tennessee Open
Nolan McKeown,M,SBD,Wraps,20,Juniors 20-23,82.8,90,,,,,200,,,,,110,,,,,222.5,532.5,1,355.95,366.63,No,20-23,,343.61,USPA,13/01/2018,USA,TN,2nd Annual Tennessee Open
Micah Oxford,M,SBD,Wraps,19,Juniors 18-19,98.7,100,,,,,287.5,,,,,182.5,,,,,257.5,727.5,1,445.11,462.91,No,18-19,,427.95,USPA,13/01/2018,USA,TN,2nd Annual Tennessee Open
Isaac Sutton,M,SBD,Wraps,18,Juniors 18-19,98.3,100,,,,,195,,,,,110,,,,,215,520,2,318.69,337.81,No,18-19,,306.44,USPA,13/01/2018,USA,TN,2nd Annual Tennessee Open
Kenneth Zimmerman,M,SBD,Wraps,22,Juniors 20-23,104.3,110,,,,,245,,,,,177.5,,,,,257.5,680,1,407.3,411.37,No,20-23,USA,390.92,USPA,13/01/2018,USA,TN,2nd Annual Tennessee Open
Evan Imhoff,M,SBD,Wraps,27,Open,74.3,75,,,,,207.5,,,,,137.5,,,,,220,565,1,405.25,405.25,No,24-34,,392.09,USPA,13/01/2018,USA,TN,2nd Annual Tennessee Open
Jake Turney,M,SBD,Wraps,25,Open,72.4,75,,,,,197.5,,,,,127.5,,,,,230,555,2,405.55,405.55,No,24-34,,392.62,USPA,13/01/2018,USA,TN,2nd Annual Tennessee Open
Eric D'Angelo,M,SBD,Wraps,21,Open,80.1,82.5,,,,,202.5,,,,,110,,,,,232.5,545,1,371.78,379.21,No,20-23,USA,359.13,USPA,13/01/2018,USA,TN,2nd Annual Tennessee Open
Isaiah Ganilla,M,SBD,Wraps,26,Open,80.1,82.5,,,,,170,,,,,117.5,,,,,192.5,480,2,327.44,327.44,No,24-34,,316.3,USPA,13/01/2018,USA,TN,2nd Annual Tennessee Open
Steven Archer,M,SBD,Wraps,27,Open,89.4,90,,,,,292.5,,,,,175,,,,,275,742.5,1,475.63,475.63,No,24-34,,458.42,USPA,13/01/2018,USA,TN,2nd Annual Tennessee Open
Michael Dahl,M,SBD,Wraps,24,Open,89,90,,,,,225,,,,,145,,,,,272.5,642.5,2,412.53,412.53,No,24-34,,397.64,USPA,13/01/2018,USA,TN,2nd Annual Tennessee Open
Branden Race,M,SBD,Wraps,24,Open,87.6,90,,,,,235,,,,,145,,,,,220,600,3,388.48,388.48,No,24-34,,374.59,USPA,13/01/2018,USA,TN,2nd Annual Tennessee Open
Simpson Welch,M,SBD,Wraps,27,Open,99.3,100,,,,,307.5,,,,,177.5,,,,,287.5,772.5,1,471.47,471.47,No,24-34,,453.21,USPA,13/01/2018,USA,TN,2nd Annual Tennessee Open
Nick Tadlock,M,SBD,Wraps,27,Open,97.9,100,,,,,255,,,,,157.5,,,,,285,697.5,2,428.2,428.2,No,24-34,,411.79,USPA,13/01/2018,USA,TN,2nd Annual Tennessee Open
Joseph Solis,M,SBD,Wraps,29,Open,98.5,100,,,,,242.5,,,,,145,,,,,272.5,660,3,404.15,404.15,No,24-34,,388.59,USPA,13/01/2018,USA,TN,2nd Annual Tennessee Open
Alexander Sevenich,M,SBD,Wraps,31,Open,93.4,100,,,,,170,,,,,120,,,,,212.5,502.5,4,315.03,315.03,No,24-34,,303.32,USPA,13/01/2018,USA,TN,2nd Annual Tennessee Open
Logan Leverett,M,SBD,Wraps,24,Open,108.6,110,,,,,355,,,,,192.5,,,,,317.5,865,1,511.09,511.09,No,24-34,USA,489.83,USPA,13/01/2018,USA,TN,2nd Annual Tennessee Open
Brandon Baird,M,SBD,Wraps,26,Open,108.3,110,,,,,197.5,,,,,117.5,,,,,237.5,552.5,2,326.74,326.74,No,24-34,,313.18,USPA,13/01/2018,USA,TN,2nd Annual Tennessee Open
Andrew Koenig,M,SBD,Wraps,25,Open,119.6,125,,,,,262.5,,,,,197.5,,,,,275,735,1,422.9,422.9,No,24-34,,403.66,USPA,13/01/2018,USA,TN,2nd Annual Tennessee Open
Seth Langley,M,SBD,Single-ply,26,Open,72.7,75,,,,,,,,,,,,,,,,,DQ,,,No,24-34,,,USPA,13/01/2018,USA,TN,2nd Annual Tennessee Open
Kenneth Zimmerman,M,B,Raw,22,Juniors 20-23,104.3,110,,,,,,,,,,177.5,,,,,,177.5,1,106.32,107.38,No,20-23,USA,102.04,USPA,13/01/2018,USA,TN,2nd Annual Tennessee Open
Russ Broadway,M,B,Raw,53,Open,105.7,110,,,,,,,,,,160,,,,,,160,1,95.39,112.94,No,50-54,,91.51,USPA,13/01/2018,USA,TN,2nd Annual Tennessee Open
Russ Broadway,M,B,Raw,53,Masters 50-54,105.7,110,,,,,,,,,,160,,,,,,160,1,95.39,112.94,No,50-54,,91.51,USPA,13/01/2018,USA,TN,2nd Annual Tennessee Open
Joe Franklin,M,B,Raw,46,Masters 45-49,121.3,125,,,,,,,,,,,,,,,,,DQ,,,No,45-49,,,USPA,13/01/2018,USA,TN,2nd Annual Tennessee Open
Lisa Branstetter,F,BD,Raw,45,Open,60,60,,,,,,,,,,70,,,,,115,185,1,206.25,217.6,No,45-49,,182.24,USPA,13/01/2018,USA,TN,2nd Annual Tennessee Open
Lisa Branstetter,F,BD,Raw,45,Masters 45-49,60,60,,,,,,,,,,70,,,,,115,185,1,206.25,217.6,No,45-49,,182.24,USPA,13/01/2018,USA,TN,2nd Annual Tennessee Open
Jennifer Nguyen,F,SBD,Raw,22,Juniors 20-23,51.6,52,,,,,120,,,,,52.5,,,,,152.5,325,1,407.58,411.65,No,20-23,,361.39,USPA,13/01/2018,USA,CA,Monterey County Open
Rachel Pajas,F,SBD,Raw,22,Juniors 20-23,52.65,56,,,,,102.5,,,,,47.5,,,,,142.5,292.5,1,361.15,364.76,No,20-23,,319.98,USPA,13/01/2018,USA,CA,Monterey County Open
Aurelia Arellano,F,SBD,Raw,18,Juniors 18-19,61.7,67.5,,,,,97.5,,,,,47.5,,,,,110,255,1,278.24,294.94,No,18-19,,245.76,USPA,13/01/2018,USA,CA,Monterey County Open
Ayzha Quidit,F,SBD,Raw,21,Juniors 20-23,74.25,75,,,,,130,,,,,70,,,,,145,345,1,330.06,336.66,No,20-23,USA,290.44,USPA,13/01/2018,USA,CA,Monterey County Open
Sarah Settle,F,SBD,Raw,21,Juniors 20-23,80.1,82.5,,,,,105,,,,,52.5,,,,,135,292.5,1,267.45,272.8,No,20-23,,234.54,USPA,13/01/2018,USA,CA,Monterey County Open
Alma Aceves,F,SBD,Raw,23,Juniors 20-23,82.5,82.5,,,,,,,,,,65,,,,,135,,DQ,,,No,20-23,,,USPA,13/01/2018,USA,CA,Monterey County Open
Jennifer Nguyen,F,SBD,Raw,22,Open,51.6,52,,,,,120,,,,,52.5,,,,,152.5,325,1,407.58,411.65,No,20-23,,361.39,USPA,13/01/2018,USA,CA,Monterey County Open
Elena Wright,F,SBD,Raw,29,Open,54.55,56,,,,,95,,,,,45,,,,,125,265,1,318.28,318.28,No,24-34,,281.7,USPA,13/01/2018,USA,CA,Monterey County Open
Nicky Sengchanh,F,SBD,Raw,28,Open,54,56,,,,,102.5,,,,,47.5,,,,,110,260,2,314.75,314.75,No,24-34,,278.66,USPA,13/01/2018,USA,CA,Monterey County Open
Melissa Marquez,F,SBD,Raw,32,Open,58.75,60,,,,,95,,,,,60,,,,,125,280,1,317.32,317.32,No,24-34,,280.45,USPA,13/01/2018,USA,CA,Monterey County Open
Tram To,F,SBD,Raw,29,Open,64.25,67.5,,,,,132.5,,,,,60,,,,,142.5,335,1,354.5,354.5,No,24-34,,312.95,USPA,13/01/2018,USA,CA,Monterey County Open
Kim Roland,F,SBD,Raw,44,Open,67.25,67.5,,,,,120,,,,,67.5,,,,,130,317.5,2,324.91,338.88,No,40-44,,286.64,USPA,13/01/2018,USA,CA,Monterey County Open
Erica Rodriguez,F,SBD,Raw,30,Open,73.75,75,,,,,117.5,,,,,60,,,,,142.5,320,1,307.47,307.47,No,24-34,Spain,270.63,USPA,13/01/2018,USA,CA,Monterey County Open
Marisela Clemente,F,SBD,Raw,26,Open,72.95,75,,,,,107.5,,,,,47.5,,,,,137.5,292.5,2,283.04,283.04,No,24-34,,249.21,USPA,13/01/2018,USA,CA,Monterey County Open
Sarah Settle,F,SBD,Raw,21,Open,80.1,82.5,,,,,105,,,,,52.5,,,,,135,292.5,1,267.45,272.8,No,20-23,,234.54,USPA,13/01/2018,USA,CA,Monterey County Open
Alma Aceves,F,SBD,Raw,23,Open,82.5,82.5,,,,,,,,,,65,,,,,135,,DQ,,,No,20-23,,,USPA,13/01/2018,USA,CA,Monterey County Open
Kim Roland,F,SBD,Raw,44,Masters 40-44,67.25,67.5,,,,,120,,,,,67.5,,,,,130,317.5,1,324.91,338.88,No,40-44,,286.64,USPA,13/01/2018,USA,CA,Monterey County Open
Kyle Roland,M,SBD,Raw,13,Juniors 13-15,72,75,,,,,95,,,,,55,,,,,117.5,267.5,1,196.27,251.22,No,13-15,,190.03,USPA,13/01/2018,USA,CA,Monterey County Open
Brandon Rivera,M,SBD,Raw,18,Juniors 18-19,80.65,82.5,,,,,160,,,,,117.5,,,,,185,462.5,1,314.15,333,No,18-19,,303.42,USPA,13/01/2018,USA,CA,Monterey County Open
Uver Espinoza,M,SBD,Raw,23,Juniors 20-23,82.25,82.5,,,,,210,,,,,,,,,,,,DQ,,,No,20-23,,,USPA,13/01/2018,USA,CA,Monterey County Open
Arturo Tabarez,M,SBD,Raw,23,Juniors 20-23,97.15,100,,,,,227.5,,,,,155,,,,,275,657.5,1,404.97,404.97,No,20-23,,389.53,USPA,13/01/2018,USA,CA,Monterey County Open
Felix Wynn,M,SBD,Raw,28,Open,66.85,67.5,,,,,207.5,,,,,152.5,,,,,245,605,1,470.11,470.11,No,24-34,,456.14,USPA,13/01/2018,USA,CA,Monterey County Open
Luke Fortin,M,SBD,Raw,24,Open,67.3,67.5,,,,,172.5,,,,,112.5,,,,,227.5,512.5,2,396.09,396.09,No,24-34,,384.23,USPA,13/01/2018,USA,CA,Monterey County Open
Brendt Quismundo,M,SBD,Raw,24,Open,67,67.5,,,,,185,,,,,100,,,,,210,495,3,383.94,383.94,No,24-34,,372.5,USPA,13/01/2018,USA,CA,Monterey County Open
Benny Uncangco,M,SBD,Raw,25,Open,73.6,75,,,,,207.5,,,,,125,,,,,245,577.5,1,417.01,417.01,No,24-34,,403.55,USPA,13/01/2018,USA,CA,Monterey County Open
Dylan Nobida,M,SBD,Raw,26,Open,73.8,75,,,,,182.5,,,,,115,,,,,227.5,525,2,378.37,378.37,No,24-34,,366.13,USPA,13/01/2018,USA,CA,Monterey County Open
Jonathan Rondez,M,SBD,Raw,25,Open,74.58,75,,,,,185,,,,,102.5,,,,,215,502.5,3,359.47,359.47,No,24-34,,347.76,USPA,13/01/2018,USA,CA,Monterey County Open
Jaihoon Yoon,M,SBD,Raw,33,Open,74.8,75,,,,,165,,,,,105,,,,,180,450,4,321.25,321.25,No,24-34,,310.77,USPA,13/01/2018,USA,CA,Monterey County Open
Conlan Shiono,M,SBD,Raw,29,Open,73.05,75,,,,,130,,,,,85,,,,,185,400,5,290.4,290.4,No,24-34,,281.08,USPA,13/01/2018,USA,CA,Monterey County Open
James Lougaris,M,SBD,Raw,24,Open,77.85,82.5,,,,,210,,,,,130,,,,,232.5,572.5,1,397.77,397.77,No,24-34,,384.46,USPA,13/01/2018,USA,CA,Monterey County Open
Roy Matsuyama,M,SBD,Raw,27,Open,82.5,82.5,,,,,205,,,,,125,,,,,242.5,572.5,2,383.52,383.52,No,24-34,,370.25,USPA,13/01/2018,USA,CA,Monterey County Open
Michael Wheeler,M,SBD,Raw,36,Open,80.2,82.5,,,,,167.5,,,,,122.5,,,,,227.5,517.5,3,352.74,352.74,No,35-39,,340.73,USPA,13/01/2018,USA,CA,Monterey County Open
Hevher Mendez,M,SBD,Raw,26,Open,81.3,82.5,,,,,170,,,,,112.5,,,,,230,512.5,4,346.39,346.39,No,24-34,,334.51,USPA,13/01/2018,USA,CA,Monterey County Open
Corey Wright,M,SBD,Raw,30,Open,81.35,82.5,,,,,180,,,,,112.5,,,,,215,507.5,5,342.88,342.88,No,24-34,,331.11,USPA,13/01/2018,USA,CA,Monterey County Open
Alvaro Leal,M,SBD,Raw,24,Open,82.05,82.5,,,,,,,,,,107.5,,,,,222.5,,DQ,,,No,24-34,,,USPA,13/01/2018,USA,CA,Monterey County Open
Rueben Cruz,M,SBD,Raw,33,Open,82.1,82.5,,,,,185,,,,,147.5,,,,,,,DQ,,,No,24-34,,,USPA,13/01/2018,USA,CA,Monterey County Open
Uver Espinoza,M,SBD,Raw,23,Open,82.25,82.5,,,,,210,,,,,,,,,,,,DQ,,,No,20-23,,,USPA,13/01/2018,USA,CA,Monterey County Open
